process,commodity,direction
E_WOF_deep_Inter_C3_PNG,ELC,OUT
MinGASNGA-30,SUPRPP,IN
COTNGA005,COMN2ON,OUT
EBIOPELDD05,QTVOB,OUT
IPCHOVC_new,INDCO2N,OUT
E_WOF_shal_Near_C3_UKR,ELCWIN,IN
MINOILOBI3,SUPHET,IN
IISBMTNGAS02,IISNGAS,IN
MinGASNGA-05,GASNGA,OUT
MinGASNGA-14,SUPCH4P,OUT
MinCOAHCO-06,SUPBIO,IN
MINOILHEA1,SUPCH4P,OUT
CLACFL000,CLA,OUT
EHYDDAM405,ELC,OUT
E_WOF_deep_Inter_C5_OMN,ELCWIN,IN
ESOTH105,ELC,OUT
CCKLPG005,COMCH4N,OUT
ECOABIOPULTOR20PAR,ELCCOA,IN
E_WOF_deep_Inter_C5_MEX,ELCWIN,IN
FT_COMOIL,OILHFO,IN
IPNFNGA_new,INDN2ON,OUT
FT_INDOIL,OILDST,IN
IOLPNGA_existing,INDCH4N,OUT
TRWGSL_Existing,TRAGSL,IN
QOLM05,QTVOC,IN
CSHNGA005,CSH,OUT
RCKKER005,RESCH4N,OUT
IFCHHCO_existing,IFCH,OUT
TRBLPG_Existing,TRALPG,IN
IISBMTNGAS02,INDCO2N,OUT
MinGASNGA-33,SUPCH4P,OUT
QCLFIG05,FWW,OUT
MinCOABCO-08,COABCO,OUT
MinCOAHCO-02,SUPCOG,IN
MinGASNGA-04,GASNGA,OUT
COTDST000,COMCH4N,OUT
ECOABIOCCAPEL10CO,QIGCC,OUT
INMSLDMIX,INMBIOPEL,IN
IISBFCCS_RFT01,MISOXY,IN
MinGASNGA-21,SUPHET,IN
IPNFOVC_existing,INDCO2N,OUT
FT_TRAGSL,OILGSL,IN
EWIND205,ELC,OUT
MINOILHEA3,SUPHET,IN
TRHBDS_Existing,TRABDS,IN
E_WOF_shal_Near_C2_RUS,ELC,OUT
EWIND105,ELCWIN,IN
MINOILHEA9,SUPRFG,IN
CSHDSB010,CSH,OUT
IISCHR01,IISBCHR,OUT
E_WOF_tran_Far_C5_RUS,ELC,OUT
ECOABIOCCASLD20SEP,FWW,OUT
E_WOF_tran_Inter_C5_SWE,ELC,OUT
FT_SUPBIO,BIOSLD,IN
INMPFA00,ELCPFA,IN
ECOABIOPULPEL10CO,ELCN2ON,OUT
TRHBDS_Existing,TRH,OUT
MinCOABCO-03,SUPNGA,IN
MinCOAHCO-05,SUPELC,IN
SUP_TPETCHEM,OILLUB,IN
FT_ELCNGA,GASGWG,IN
RSHEHP000,RESELC,IN
E_WOF_deep_Inter_C7_IRL,ELCWIN,IN
MinGASNGA-20,SUPRPP,IN
MinGASNGA-36,SUPNGA,IN
IISCHRCOACO01,INDCO2N,OUT
TTP005_new,TTP,OUT
QOLG05,QTVOG,IN
E_WOF_tran_Near_C3_PNG,ELC,OUT
TAD_Generic,TRADST,IN
MINOILHEA6,SUPNGA,IN
E_WOF_tran_Near_C7_VNM,ELC,OUT
RSCNGA005,RESN2ON,OUT
FT_TRACOA,COAOVC,IN
E_WOF_deep_Far_C4_MEX,ELCWIN,IN
TRLDCC_new,TRL,OUT
RSHNGS005,RESN2ON,OUT
FT_INDHYD,HYD,IN
E_WOF_deep_Far_C1_IRN,ELC,OUT
ECOABIOCCATOR10CO,QIGCC,OUT
IISULCORED_DRICCS01,MISOXY,IN
MinGASNGA-24,OILNGL,OUT
QOLB05,BWC,OUT
MinGASNGA-35,FWCU,OUT
ISNFCOK_existing,INDCO2N,OUT
MinCOABCO-01,SUPCOG,IN
MinCOABCO-09,SUPBDS,IN
QOLFOG05,FWW,OUT
ECOABIOPULSLD10SEP,ELCCOA,IN
E_WOF_deep_Near_C9_MEX,ELCWIN,IN
SUP_TREFINER,GASRFG,OUT
QOLFCG05,QTOT,OUT
EGEOGEN00,QTVOE0,OUT
RSHLPG000,RESCH4N,OUT
E_WOF_shal_Inter_C3_BGR,ELCWIN,IN
MinCOAHCO-01,SUPCOG,IN
FT_ELCSOL,SOL,IN
ECOABIOPULTOR10PAR,ELCN2ON,OUT
FT_ELCBDSL,BIODST,IN
MINOILHEA8,SUPCH4P,OUT
ECOABIOPULSLD20SEP,ELCN2ON,OUT
RCKCOA005,RESCOA,IN
MinGASNGA-23,SUPELC,IN
SUP_TREFINER,SUPOIL,IN
ECOABIOPULPEL10SEP,ELCN2ON,OUT
MinGASNGA-30,SUPBDS,IN
RSHNHP005,RESN2ON,OUT
IOOIBNG_existing,INDBIOSNG,IN
IOLPBNG_existing,INDN2ON,OUT
MinGASNGA-25,SUPRFG,IN
COTELC005,COMELC,IN
MinGASNGA-12,GASNGA,OUT
EZCOABIOPULSLD20PAR,QTVOC,OUT
IOOILPG_existing,INDN2ON,OUT
IPCHOIL_existing,INDN2ON,OUT
CSCELK005,CSC,OUT
ISNFCOA_existing,INDCO2N,OUT
E_WON_Trans_C4_IRN,ELC,OUT
EZCOABIOPULPEL10PAR,ELCCH4N,OUT
MinCOABCO-03,SUPBIO,IN
TRLFUC_new,TRACH4N,OUT
E_WON_Near_C2_JAM,ELC,OUT
FT_COMCOA,COABCO,IN
TRTELC_Existing,TRAELC,IN
CSHEHP000,CSH,OUT
FT_INDOIL,OILGSL,IN
TRCETH_new,TRAETH,IN
MinCOAHCO-10,SUPELC,IN
TRBGAS_new,TRACH4N,OUT
IISHISINT_SMCCS01,MISQLI,IN
IISMIDREX_DRICCS01,MISBFS,OUT
MinGASNGA-11,SUPOIL,IN
E_WON_Trans_C4_PHL,ELC,OUT
E_WON_Trans_C3_IND,ELCWIN,IN
CHWNGA000,CHW,OUT
EGEOT305,ELC,OUT
IISBLAFUR_BFCCS01,MISBFS,OUT
E_WOF_tran_Inter_C5_IDN,ELCWIN,IN
ISLPHET_existing,INDHET,IN
E_WOF_deep_Inter_C4_USA,ELC,OUT
MINOILHEA1,SUPCO2N,OUT
IISHISINT_SMCCS01,MISOXY,IN
IISDRIGAS-H2_RFT01,MISSCR,IN
RHWKER005,RESN2ON,OUT
MINOILOSH1,OILOSH,OUT
TRHNGA_Existing,TRAN2ON,OUT
FT_INDHFO,OILHFO,IN
IOLPNGA_existing,INDN2ON,OUT
E_WOF_deep_Near_C6_DNK,ELCWIN,IN
MinGASNGA-17,SUPOIL,IN
EZCOABIOPULTOR40SEP,ELCCH4N,OUT
ECOABIOPULTOR20SEP,ELCPFA,OUT
IOOINGA_new,INDCH4N,OUT
IISHISINT_SMCCS01,MISLORE,IN
MinCOABCO-07,SUPBDS,IN
QCLDUC05,QTVUC,IN
ECOABIOCCASLD10SEP,ELCCO2N,OUT
FT_INDBIO,INDBIO,OUT
EBIOPELG105,BIOPEL,IN
FT_IISSNRFUEL,INDCH4N,OUT
CHPOILP00,HET,OUT
MinGASNGA-22,SUPELC,IN
AGR000,AGRCOA,IN
MinGASNGA-11,SUPRPP,IN
ECOABIOCCATOR40CO,ELCCO2N,OUT
HETCOAP105,ELCCOA,IN
ECOABIOCCAPEL10PAR,QIGCC,OUT
RSCELB005,RSC,OUT
IISDRIGAS-H2_RFT01,IISCHRCOA,IN
IISULCORED_DRICCS01,MISSCR,IN
TRTGSL_Existing,TRACH4N,OUT
ECOABIOPULPEL40PAR,ELCN2ON,OUT
MinGASNGA-16,SUPOIL,IN
E_WOF_tran_Near_C1_ARE,ELC,OUT
FT_COMCOA,COMCOA,OUT
SUP_TREFINER,OILJTK,OUT
MinCOAHCO-08,SUPCOG,IN
EGOICCA105,FGDW,OUT
CHPAGASP00,HET,OUT
MINOILHEA3,SUPCO2N,OUT
QCLFOB05,ELC,IN
MinGASNGA-26,SUPCH4P,OUT
MinCOAHCO-07,SUPCO2N,OUT
E_WON_Near_C2_MEX,ELCWIN,IN
MinCOABCO-09,SUPBIO,IN
E_WON_Near_C4_JAM,ELC,OUT
TREDST_Existing,TRE,OUT
MinGASNGA-34,FWCU,OUT
IISULCORED_DRICCS01,MISCST,OUT
EBIOTORGD05,QTVOB,OUT
CSCEHP000,CSC,OUT
MinGASNGA-12,SUPCO2N,OUT
FT_IISEAFFUEL,IISEAFFUEL,OUT
IPOIOVC_existing,INDN2ON,OUT
E_WON_Far_C5_JPN,ELC,OUT
TRLHHG005,TRL,OUT
FT_AGRBIO,BIOCHR,IN
RHWELA005,RHW,OUT
IISCKOV00,IISCHRCOACV,IN
MinCOAHCO-05,SUPCH4P,OUT
ECOABIOPULTOR40SEP,QTVOC,OUT
QQCLDOG00,QTOT0,OUT
ECOABIOPULSLD10SEP,ELC,OUT
E_WON_Trans_C4_OMN,ELCWIN,IN
INMGASMIX,INDHH2,IN
FT_INDHH2,SYNHYD,IN
E_WON_Near_C6_YEM,ELCWIN,IN
TRWMPG_new,TRACH4N,OUT
E_WOF_deep_Inter_C4_FRA,ELC,OUT
CCKBIO005,CCK,OUT
IPLPNGA_new,INDCO2N,OUT
IPOICOA_existing,INDCOA,IN
EGASFCE105,ELCCO2N,OUT
IISBLAFUR_BF01,MISCST,OUT
UBIOGASUPG102,TRABIOSNG,OUT
SUP_TNONSPEC,OILDST,IN
E_WOF_tran_Near_C6_FIN,ELCWIN,IN
IPNFCOA_existing,IPNF,OUT
CSHELD005,CSH,OUT
E_WON_Trans_C3_SAU,ELCWIN,IN
ISOIOIL_existing,INDCO2N,OUT
ECOABIOCCAPEL20SEP,ELCN2ON,OUT
AGR000,AGRGEO,IN
QOLM05,QTVUC,IN
MINOILHEA2,SUPOIL,IN
UMETCOA100,SUPN2ON,OUT
TRTDCB_new,TRT,OUT
RCKKER005,RESKER,IN
IISLPGCS01,INDN2ON,OUT
EZBIOPELG105,QTVOB,OUT
TRCDSA_new,TRAN2ON,OUT
TRCDST_new,TRADST,IN
E_WOF_deep_Near_C4_USA,ELCWIN,IN
RLIFLA005,RESELC,IN
IFCHBFG_existing,IFCH,OUT
IOOIOIL_existing,INDN2ON,OUT
IOOIOIL_existing,IOOI,OUT
IENFELC_existing,IENF,OUT
E_WON_Near_C1_ARM,ELC,OUT
CLAFLE005,CLA,OUT
E_WOF_shal_Far_C6_SWE,ELCWIN,IN
E_WON_Trans_C1_BGD,ELC,OUT
ECOABIOCCATOR10SEP,FWW,OUT
ECOABIOCCATOR10PAR,FWC,OUT
CHWELC005,CHW,OUT
MinGASNGA-25,SUPCH4P,OUT
E_WON_Trans_C2_PAN,ELC,OUT
IPNFHFO_existing,IPNF,OUT
E_WOF_deep_Inter_C5_IND,ELC,OUT
IISMIDREX_DRI01,MISLORE,IN
E_WOF_tran_Inter_C2_MEX,ELC,OUT
E_WOF_deep_Near_C5_POL,ELC,OUT
E_WON_Near_C5_IRN,ELC,OUT
EGASSTE105,FGDW,OUT
IISBLAFUR_BFCCS01,MISSNT,IN
IISBLAFURTGR_BF01,IISCO2P,OUT
TRHGSL_Existing,TRAGSL,IN
QCLDOE05,ELC,IN
TRBNGA_Existing,TRABIOSNG,IN
MINOILOSH3,SUPOIL,IN
IISNGBSNGMXCS01,CPTINDCO2B,OUT
MinGASNGA-15,SUPBDS,IN
RESWLF000,RESWLF5,OUT
E_WOF_deep_Inter_C4_PHL,ELCWIN,IN
QCLFUC05,QTVUC,IN
IPOILPG_existing,INDN2ON,OUT
QOLFOE05,FWW,OUT
RESWLF000,RESWLF2,OUT
RHWGEO000,RHW,OUT
MinCOAHCO-04,COAHCO,OUT
FT_COMNGA,GASCOG,IN
E_WOF_shal_Inter_C5_PHL,ELCWIN,IN
E_WOF_shal_Inter_C1_MYS,ELC,OUT
MinGASNGA-01,SUPRPP,IN
E_WON_Near_C4_ALB,ELCWIN,IN
ISCHNGA_new,INDN2ON,OUT
INMGASMIXCC,INMCO2,OUT
E_WON_Trans_C8_IRN,ELCWIN,IN
ISOIOVC_existing,INDCH4N,OUT
FT_IISPLTFUEL,INDOIL,IN
ECOABIOCCATOR10PAR,ELC,OUT
IOI000,ISOI,IN
ECOABIOCCATOR20CO,ELCN2ON,OUT
ISOICOA_existing,INDCO2N,OUT
MinCOABCO-04,SUPCO2N,OUT
TRMNGA_Existing,TRM,OUT
INMSLDMIXPCC,INMCO2,OUT
EGASGEN00,QTVOG0,OUT
ECOABIOCCATOR10CO,ELCCOA,IN
MinCOABCO-03,SUPCO2N,OUT
AGRN2O000,AGRN2OP,OUT
MinCOAHCO-10,SUPBFG,IN
ISLPBNG_existing,INDCO2N,OUT
EBIOMSW105,QTVOB,OUT
MinGASNGA-18,SUPNGA,IN
E_WOF_shal_Inter_C4_GUM,ELCWIN,IN
QOLFIG05,QTOT,OUT
ISNFCOA_new,INDN2ON,OUT
FT_COMBIO,BIOSLD,IN
ECOABIOCCASLD10PAR,ELCPFA,OUT
MinCOAHCO-08,SUPCOA,IN
TRCETB_new,TRC,OUT
TRBDST_new,TRADST,IN
E_WOF_shal_Near_C7_ISL,ELCWIN,IN
TRHDST_new,TRACH4N,OUT
SUP_MNMBFS,MNMBFS,OUT
IISCKOV00,MISCOK,OUT
TRMNGA_Existing,TRACO2N,OUT
QCLDOB05,QTOT,OUT
MINOILHEA6,SUPRPP,IN
IOOIOIL_new,INDN2ON,OUT
E_WON_Near_C5_SLV,ELC,OUT
TRMDSA_new,TRACH4N,OUT
TRHLPG_new,TRALPG,IN
EABGASGEN00,ELCBGAS,IN
E_WOF_tran_Inter_C5_LKA,ELCWIN,IN
FT_IISBFFUEL,INDHFO,IN
TRCBDS_Existing,TRC,OUT
IPLPBNG_existing,IPLP,OUT
CHWNGA000,COMN2ON,OUT
ECOAPUL106,ELCN2ON,OUT
INMGASMIX,INDBFG,IN
MinGASNGA-33,FWCU,OUT
E_WON_Near_C6_CHL,ELCWIN,IN
CHWKER005,COMCH4N,OUT
ECOABIOPULPEL40PAR,ELC,OUT
MinGASNGA-27,SUPNGA,IN
RHWHET005,RHW,OUT
MINOILHEA5,SUPOIL,IN
IPLPOIL_new,INDCH4N,OUT
RSHHET000,RSH,OUT
ECOABIOCCAPEL40PAR,QIGCC,OUT
MINOILSAN1,SUPELC,IN
IPCHBNG_existing,INDCO2N,OUT
MinGASNGA-14,SUPELC,IN
IOLPNGA_new,INDCO2N,OUT
MINOILOBI1,SUPCO2N,OUT
MINOILHEA1,SUPHET,IN
E_WON_Near_C2_AUT,ELC,OUT
E_WON_Trans_C4_SAU,ELCWIN,IN
FT_ELCOIL,OILCRD,IN
TRLHHF020,TRL,OUT
RCKDST005,RESOIL,IN
CHWSOL000,CHW,OUT
FT_COMCOA,COAHCO,IN
MinGASNGA-25,SUPCO2N,OUT
E_WOF_tran_Inter_C4_LVA,ELCWIN,IN
EZCOABIOCCOSLD20PAR,ELCN2ON,OUT
FT_TRAELC,ELC,IN
FT_TRAHFO,TRACO2N,OUT
MinCOAHCO-01,SUPBDS,IN
MinCOABCO-10,SUPCOA,IN
TTF_Generic,TRAN2ON,OUT
IISBLAFURTGR_BF01,INDCO2P,OUT
MinCOABCO-03,FWCU,OUT
IPCHLPG_new,INDCH4N,OUT
MinGASNGA-17,SUPELC,IN
IISCHRCOAMXCS01,CPTINDCO2N,OUT
TRLDEG_new,TRAGSL,IN
FT_TRAMET,TRACO2N,OUT
RSHCOA000,RSH,OUT
RSHDSB005,RESCH4N,OUT
TRTBGS_Existing,TRT,OUT
ECOABIOCCASLD20PAR,FWW,OUT
TRTLPG_new,TRAN2ON,OUT
SUP_TPETCHEM,GASRFG,IN
EAGEOGEN00,ELC,OUT
IFCHNGL_existing,OILNGL,IN
ECOABIOPULPEL40PAR,ELCPFA,OUT
EZCOABIOCCOPEL20SEP,ELCCH4N,OUT
MinGASNGA-30,OILNGL,OUT
E_WOF_deep_Near_C2_IDN,ELC,OUT
IPLPOVC_existing,INDCO2N,OUT
RESOTH000,RESCH4P,OUT
QOLFOS05,FWW,OUT
FT_INDOIL,INDOIL,OUT
INDBCHR01,BIOCHR,IN
MinGASNGA-06,SUPCH4P,OUT
TRBNGA_Existing,TRACH4N,OUT
MinGASNGA-28,SUPRPP,IN
TRMDSA_new,TRAN2ON,OUT
E_WOF_deep_Inter_C2_PRT,ELC,OUT
FT_AGROIL,OILDST,IN
IPLPELC_existing,INDELC,IN
IOOIPTC_new,INDCH4N,OUT
TRLDST_Existing,TRACH4N,OUT
E_WON_Near_C4_CRI,ELCWIN,IN
RHWSOL005,RESSOL,IN
E_WOF_deep_Far_C2_BHR,ELC,OUT
BIOTOPPELLWOOD000,BIOTOR,OUT
UPSPRIMOIH,OILHEA,IN
ISCHNGA_existing,INDCH4N,OUT
EZBIOPELD105,FWC,OUT
EAOILGEN00,ELC,OUT
RHWLPG005,RHW,OUT
FT_INDBIO,BIOBIN,IN
MinGASNGA-32,SUPOIL,IN
ISCHCOA_existing,INDN2ON,OUT
CSCELE010,CSC,OUT
EGEOT305,ELCCO2P,OUT
MinGASNGA-13,OILNGL,OUT
E_WOF_deep_Inter_C6_NOR,ELCWIN,IN
EZBIOTORD105,FWW,OUT
MINOILHEA8,SUPCO2N,OUT
E_WOF_tran_Far_C7_RUS,ELCWIN,IN
MinGASNGA-24,FWCU,OUT
MINOILOSH3,SUPNGA,IN
MinCOABCO-11,SUPCOA,IN
IISCHRCAUD01,IISCO2,OUT
RSHKER005,RESCH4N,OUT
E_WON_Near_C2_IDN,ELCWIN,IN
MinCOAHCO-01,SUPCOA,IN
E_WON_Trans_C3_RUS,ELC,OUT
ISNFCOK_existing,INDCH4N,OUT
IPOIBNG_existing,INDCO2N,OUT
MinGASNGA-28,SUPHET,IN
CCKBIO000,COMBIO,IN
TRCLPG_Existing,TRAN2ON,OUT
ISNFCOG_existing,INDCOG,IN
SUP_TPETCHEM,OILNGL,IN
IISOILCS01,INDOIL,IN
IISLPGCS01,INDCH4N,OUT
ECOABIOPULSLD20SEP,ELCCO2N,OUT
E_WON_Trans_C4_AFG,ELCWIN,IN
TRTBGS_Existing,TRABGS,IN
TREDST_Existing,TRACH4N,OUT
ICH000,IOCH,IN
MINOILOSH3,SUPCO2N,OUT
E_WON_Trans_C3_IDN,ELCWIN,IN
FT_GASCOG,IISCOG,IN
CSHCOA000,COMN2ON,OUT
E_WOF_tran_Inter_C3_ITA,ELC,OUT
E_WOF_tran_Near_C2_MMR,ELC,OUT
E_WON_Near_C4_COL,ELCWIN,IN
MinCOABCO-05,SUPCH4P,OUT
EZCOABIOPULTOR20CO,ELCPFA,OUT
E_WOF_shal_Inter_C5_LKA,ELCWIN,IN
IOOIBNG_existing,INDCH4N,OUT
MinCOABCO-06,SUPCOA,IN
TRBGAS_new,TRB,OUT
EZCCGT122,FWC,OUT
IMNFELC_existing,IMNF,OUT
MinCOABCO-04,SUPELC,IN
MinCOAHCO-08,SUPCO2N,OUT
ECOABIOPULPEL20PAR,FGDW,OUT
IMCHELC_existing,IMCH,OUT
RCKNGA005,RCK,OUT
ISNFCOA_existing,INDN2ON,OUT
IISDRIH2,IISCHRCOA,IN
ECOABIOPULSLD40PAR,ELC,OUT
CRFELC005,CRF,OUT
CSHDST005,COMN2ON,OUT
RCKELC000,RESELC,IN
E_WOF_tran_Near_C2_PAK,ELCWIN,IN
TRWGSL_Existing,TRW,OUT
CSCDST000,COMOIL,IN
FT_IISPTDFUEL,INDCH4N,OUT
MinGASNGA-33,SUPNGA,IN
CSCGEO000,CSC,OUT
IISMIDREX_DRICCS01,MISLORE,IN
EGOITUA105,ELCNGA,IN
QOLG05,QCCG,IN
RSHDSO005,RESN2ON,OUT
CSCDST000,COMCH4N,OUT
FT_ELCCOA,ELCCOA,OUT
ISNFBOI_existing,ISNF,OUT
E_WOF_shal_Inter_C4_VNM,ELC,OUT
IISMIDREX_DRICCS01,IISCO2P,OUT
E_WOF_tran_Near_C1_HRV,ELCWIN,IN
ILP000,IOLP,IN
MinGASNGA-36,SUPCO2N,OUT
FT_COMOIL,OILGSL,IN
MinCOABCO-09,SUPBFG,IN
CHWKER005,CHW,OUT
E_WOF_shal_Far_C1_QAT,ELCWIN,IN
IISDRIGAS-H2_RFT01,IISCO2P,OUT
QQCLDOS00,QTOT0,OUT
HETCOAP105,ELCN2ON,OUT
CSCELI005,COMELC,IN
HETABGASP00,ELCBGAS,IN
EZCOABIOPULSLD20SEP,ELCPFA,OUT
IISCHRCAUD01,INDCO2N,OUT
MinCOABCO-03,SUPOIL,IN
RSCRAE000,RESELC,IN
COEELC005,COE,OUT
IPOILPG_existing,INDCH4N,OUT
MinGASNGA-11,SUPHET,IN
ECOABIOPULTOR10PAR,ELCCH4N,OUT
QQCLFOO00,FWW,OUT
E_WOF_deep_Near_C4_USA,ELC,OUT
FT_COMLPG,OILLPG,IN
E_WOF_deep_Far_C7_YEM,ELC,OUT
EZCOABIOCCOPEL10CO,FWC,OUT
MinGASNGA-31,OILNGL,OUT
TRLGCB_new,TRAGSL,IN
QQCLDOS00,QTVOS0,IN
UBIOCHR00,TOTCO2,OUT
TRBNGA_Existing,TRAN2ON,OUT
RHWBIO005,RHW,OUT
IISCHRCOK01,MISCOK,IN
MINOILOBI6,SUPCH4P,OUT
TAI_Generic,TRAHFO,IN
CSHELE010,COMELC,IN
E_WON_Trans_C4_VNM,ELCWIN,IN
E_WON_Near_C2_JPN,ELC,OUT
TRHGSL_Existing,TRAN2ON,OUT
E_WOF_tran_Far_C4_USA,ELCWIN,IN
MinCOAHCO-08,SUPOIL,IN
IISSINTER00,MISLIM,IN
E_WOF_shal_Near_C5_SWE,ELC,OUT
TAI_Generic,TRAJTK,IN
E_WON_Near_C4_CUB,ELC,OUT
E_WON_Trans_C1_GEO,ELCWIN,IN
RSHKER000,RESKER,IN
QQCLFOS00,QTOT0,OUT
INMCEMPLARTCC,MNMCLK,OUT
QCLFIG05,QTOT,OUT
ECOABIOCCAPEL40PAR,ELCCOA,IN
EZOCOA121,ELCCH4N,OUT
CSHNGC005,COMCH4N,OUT
MINOILOBI2,SUPBDS,IN
IISSINTER00,MISSNT,OUT
TTP_Generic,TRACH4N,OUT
SUP_TREFINER,SUPRFG,IN
QOLFOE05,QTVOE,IN
MinGASNGA-34,SUPNGA,IN
IPOIOIL_new,INDN2ON,OUT
E_WOF_deep_Near_C1_OMN,ELC,OUT
E_WOF_deep_Far_C5_RUS,ELCWIN,IN
ROTLPG000,RESLPG,IN
IPCHNGA_existing,INDCH4N,OUT
ILP000,ILP,OUT
MinGASNGA-03,SUPBDS,IN
CHPAOILP00,ELC,OUT
E_WON_Trans_C5_PHL,ELCWIN,IN
EBIOTORD105,QTVOB,OUT
E_WOF_shal_Far_C3_PHL,ELCWIN,IN
E_WOF_tran_Near_C1_THA,ELC,OUT
SUP_TRANSFER,OILLPG,OUT
ECOABIOCCATOR10SEP,BIOTOR,IN
TRTETB_new,TRT,OUT
ISLPBIO_existing,INDBIO,IN
CSHEHP000,COMELC,IN
E_WOF_deep_Inter_C1_VNM,ELCWIN,IN
MinCOABCO-03,SUPCOA,IN
MinBIOBIN-02,BIOBIN,OUT
EGASSTE105,ELCN2ON,OUT
RRFEXS005,RESELC,IN
FT_IISSNRFUEL,IISSNRFUEL,OUT
INMCEMPLA00,MNMLIM,IN
ECOABIOPULTOR40CO,BIOTOR,IN
CSHDST000,COMOIL,IN
FT_ELCOIL,ELCOIL,OUT
INMLIQMIXCC,INDCH4N,OUT
IOOIPTC_new,INDCO2N,OUT
CSHNGC005,COMNGA,IN
E_WON_Near_C5_FIN,ELCWIN,IN
IPNFCOA_existing,INDCOA,IN
ECOABIOCCAPEL10CO,BIOPEL,IN
MinCOAHCO-04,SUPCO2N,OUT
CSHHET005,COMHET,IN
HETCOAP00,ELCCH4N,OUT
EZCOABIOCCOPEL10CO,QIGCC,OUT
ECOABIOCCAPEL40PAR,FWW,OUT
E_WON_Trans_C1_IND,ELCWIN,IN
E_WON_Near_C3_BIH,ELC,OUT
ECOABIOPULTOR10SEP,FGDW,OUT
E_WON_Trans_C3_FRA,ELCWIN,IN
TRBGSL_Existing,TRB,OUT
MINOILHEA6,SUPOIL,IN
IISNGASBFCS01,CPTIISB,OUT
SUP_TPETCHEM,OILFEE,OUT
E_WON_Far_C1_FRA,ELC,OUT
E_WON_Trans_C1_YEM,ELCWIN,IN
E_WOF_deep_Far_C1_ISR,ELCWIN,IN
TTF_Generic,TRADST,IN
FT_ELCTDL,TID,IN
TRLNGA_Existing,TRABIOSNG,IN
TRTNGA_Existing,TRANGA,IN
RCKDST000,RESCH4N,OUT
E_WOF_shal_Near_C2_HRV,ELCWIN,IN
ISLPOIL_existing,INDCO2N,OUT
INMSLDMIXCC,CPTINDCO2N,OUT
TRBELC_new,TRB,OUT
HETACOAP00,ELCCO2N,OUT
FT_IISFPRFUEL,IISCHRCOA,IN
IISCHRCAUD01,CPTINDCO2N,OUT
MinCOAHCO-11,SUPBDS,IN
E_WON_Far_C1_YEM,ELC,OUT
E_WOF_deep_Far_C6_LTU,ELC,OUT
E_WOF_shal_Inter_C2_IND,ELCWIN,IN
MINOILOBI2,SUPRPP,IN
ISCHWST_existing,INDMWST,IN
RLIICE000,RLI,OUT
FT_TRADST,TRADST,OUT
E_WOF_shal_Far_C1_BGD,ELC,OUT
MINOILHEA5,SUPRPP,IN
RSCNGC015,RESCH4N,OUT
IISCOABFCS01,INDCO2N,OUT
E_WON_Trans_C2_GUY,ELCWIN,IN
ECOABIOCCASLD5CO,FWW,OUT
CLAFLE000,COMELC,IN
RHWHFO000,RHW,OUT
E_WON_Near_C2_NIC,ELC,OUT
CLAFLA005,COMELC,IN
RSCNGC015,RSC,OUT
CSHNHP000,CSH,OUT
ECOABIOPULTOR20SEP,ELCN2ON,OUT
INMSLDMIX,INDOVC,IN
ECOABIOCCAPEL40PAR,BIOPEL,IN
MinGASNGA-12,SUPBDS,IN
FT_INDBGAS,BIOGAS,IN
MinCOABCO-02,FWCU,OUT
IISCHRCOKBF01,MISCOK,IN
E_WOF_tran_Inter_C3_MMR,ELC,OUT
MinGASNGA-35,SUPCH4P,OUT
HETACOAP00,ELCN2ON,OUT
RCWELC305,RCW,OUT
ICH_FS000,IFCH,IN
E_WOF_deep_Far_C3_PHL,ELCWIN,IN
CCKLPG005,COMN2ON,OUT
RCWELC405,RESELC,IN
ISOIWST_existing,ISOI,OUT
IISNGASBFCS01,IISBMTNGASCS,OUT
IOLPWST_existing,INDMWST,IN
ISNFHFO_existing,INDCO2N,OUT
CSHNFN000,COMCH4N,OUT
INMLIQMIXPCC,INDN2ON,OUT
E_WOF_shal_Inter_C2_BGD,ELCWIN,IN
INMLIQMIXPCC,INMCO2,OUT
E_WON_Far_C4_PNG,ELCWIN,IN
EZCOABIOPULPEL20SEP,QTVOC,OUT
FT_RESBIO,BIODST,IN
FT_IISDRIFUEL,IISCHRCOA,IN
RSHNHP000,RESNGA,IN
CHWKER005,COMN2ON,OUT
MINOILOBI4,SUPRPP,IN
MinCOABCO-06,SUPBDS,IN
FT_AGRLPG,OILLPG,IN
ISCHCOK_existing,INDCH4N,OUT
EZCCGT120,FWC,OUT
MinGASNGA-17,SUPBDS,IN
E_WON_Near_C2_NIC,ELCWIN,IN
ECOABIOCCATOR40SEP,ELCPFA,OUT
MinCOAHCO-08,SUPCH4P,OUT
E_WOF_deep_Near_C4_GUM,ELC,OUT
FT_INDLPG,OILLPG,IN
RHWNGA005,RESNGA,IN
RHWNGA005,RESCH4N,OUT
CHWKER000,COMN2ON,OUT
E_WON_Near_C1_QAT,ELCWIN,IN
E_WOF_deep_Inter_C1_IRN,ELC,OUT
QQCLFUC00,FWC,OUT
MINOILOSH1,SUPNGA,IN
MinCOABCO-02,SUPBFG,IN
IPNFHFO_new,INDCO2N,OUT
IISNGBSNGMXCS01,SYNHY0,IN
BIOPELLWOOD000,BIOPEL,OUT
MinGASNGA-17,SUPNGA,IN
CLAKER005,CLA,OUT
E_WON_Near_C4_BOL,ELC,OUT
IISCRXCS01,IISCHRCOACXCS,OUT
FT_AGRNGA,AGRNGA,OUT
